"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,6.84985774678745,0.239741578466774,0.000718155350126092,0.107234126718751,10.1418623755277,0.187609348388821,6.70555113751465e-05,0.0822112838560334,9.27037325125353,0.242742262273787,0.00105614995115076,0.167307011706458,17.094438056978,1.89938200633089,0,0.0212411565731885,0.0109225402646247,0.033982496382454,0.0190206992221043,0,0,0,0,11.9804582234435,0.146163100062177,0.0590947042797734
2,7.56502440964512,0.224876211610799,0.000117202960099695,0.0657049029559571,10.090974478892,0.182718933703228,1.52629177251657e-05,0.0564905695095096,10.1530523155646,0.234534921391003,0.000340830056682176,0.117229947266433,17.6085138695573,1.95650154106192,0,0.0279092169073486,0.0184997032190208,0.0404498404525037,0.0257995389408467,0,0,0,0,11.9861978106956,0.142695357477789,0.025380334843844
3,8.01626403307865,0.212195363893044,0.000115253997707397,0.0388517674238618,10.0727024724581,0.17588932687991,1.02230982699297e-05,0.0384653893832319,11.0617592020501,0.232907372948475,0.000743003994240359,0.0748991636429951,17.0399824292631,1.89333138102923,0,0.0323512947641759,0.0257595139662928,0.0498915243516183,0.0363689474976076,0,0,0,0,12.0121202604689,0.137425299772572,0.0104765688515283
4,8.22301004074825,0.202408837570169,0.00338297691096932,0.0225547661961174,10.0799633751725,0.168997893655307,3.6747437533489e-05,0.0270929972817676,11.9350673647631,0.244244813438546,0.109438204662667,0.0428670035997678,16.6372295036605,1.84858105596228,0,0.0210375966326821,0.0181202343221576,0.025196422024497,0.0198862646218567,0,0,0,0,11.9206997923099,0.133294268187879,0.0061371193705792
5,7.86200677539885,0.218941639522758,0.31488640667898,0.0254472574825238,10.0988211382393,0.162418706196087,0.000584847786092586,0.0193977601255729,8.86049625421702,0.503177978711378,1.98874166610566,0.560935064594532,14.437551388548,1.60417237650534,0,0.012593060165369,0.0101829166009095,0.0247461488470435,0.0193376678861849,0,0,0,0,11.9427770800391,0.128737677250875,0.00444557305800954
6,4.65136597937264,0.372567650270268,1.76786831965789,0.675706612074542,10.1208051149528,0.159733132712222,0.00352572076677963,0.0229935469422496,7.27003713441561,0.589961325353329,0.983225317719074,1.90366745653863,14.2751502698737,1.58612780776374,0,0.00741106895951643,0.00490265427201632,0.0177618965417856,0.0121915650864442,0,0,0,0,11.8891204038396,0.12535343180536,0.00397788523180039
7,3.65169567260557,0.442265683100761,0.706970978805922,1.56559665113208,10.1221670771079,0.160664751513394,0.00219418521881563,0.118919792006982,6.47444617953163,0.54154489505685,0.672399264582689,2.04959952205632,13.5391354207903,1.50434838008781,0,0.00795019604909461,0.0068902143723576,0.0186098756672051,0.0142067382197982,0,0,0,0,11.8878477349196,0.122766276595903,0.00468486495673294
8,3.36733063132793,0.380854953031989,0.424416686808474,1.17383785285214,10.1311039901638,0.167066772594595,0.000699084356303769,0.247578354744263,5.95112050759901,0.479869313803867,0.472229060780426,1.52370096831532,13.5161167658669,1.50179075176299,0,0.0100580611682501,0.00835840948664236,0.0156046694985801,0.0122777536116575,0,0,0,0,11.894682415721,0.120341994697726,0.0177188765423869
9,3.23905682460423,0.357569542832425,0.284893039775744,0.772314344905838,10.1604889270357,0.179613539792778,0.000251542444514973,0.286268717558151,4.75850381486901,0.40748158434318,0.323354039772435,0.962980951861512,14.3628520153748,1.59587244615275,0,0.0135497884115293,0.0127906229213945,0.034671358852869,0.0335762312724477,0,0,0,0,11.9428957857946,0.119264645108164,0.0548903022679659
10,3.63147180044898,0.358685467163401,0.170254529778656,0.491790378532095,10.1864757569274,0.188484780124485,0.00045671695744531,0.249637855197189,4.72340125932559,0.387875930138969,0.214585105086893,0.679456334709474,16.1559476698239,1.7951052966471,0,0.0246377538434715,0.0192311131030596,0.0272039448507645,0.0202315538683863,0,0,0,0,11.9343053272092,0.124763876387561,0.132196540980685
11,4.65176297545276,0.305582994279297,0.0428265662695864,0.296592591005422,10.1792608095723,0.193465935877982,0.000613366477887728,0.18224904249591,5.22948082641096,0.325461943875463,0.0636063579073977,0.398499987840684,17.1436831773672,1.90485368637413,0,0.0204182065291596,0.0114214849946577,0.0323827673370639,0.019913119197424,0,0,0,0,11.9287800089072,0.136018698257855,0.175020391520557
12,5.75353965688826,0.262209578616273,0.00609923057945636,0.18023696344666,10.166398952396,0.192658463335236,0.000279270348121779,0.12509367724285,7.51574993225811,0.267198928682765,0.00893621660869993,0.250867328462813,17.5903860531053,1.95448733923392,0,0.023839610397026,0.0123146833950645,0.0363234827543871,0.0197589090566069,0,0,0,0,11.9767657700303,0.142701500695527,0.127396196492137
