"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,8.52985374011588,0.24061624615773,0.000642873105021081,0.113300542784775,11.2876516690998,0.187498133919923,7.52966995007768e-05,0.0857585755809934,11.5453555321651,0.242165452712893,0.00131556381938964,0.197257951734146,24.8278434834832,2.75864927594258,0,0.0238316749492961,0.0109727501929287,0.0283836728296659,0.0171833475815639,0,0,0,0,13.2290841762419,0.14692612269747,0.0721095780977709
2,9.24488405405714,0.223505387979629,0.000100143092310253,0.071468295256762,11.2191186097281,0.181708876016319,1.64585168262584e-05,0.0566992598894225,12.2013590755942,0.236734307653685,0.000537554165029151,0.13572037645497,26.8898616807411,2.98776240897124,0,0.0210239286852357,0.0112030573968283,0.029544949460772,0.0228372254041217,0,0,0,0,13.2616795213104,0.142703626898113,0.0309259636295119
3,9.6072570838769,0.20978887250171,7.69446277045714e-05,0.0423009034622805,11.2122983488916,0.174270635223097,8.19756155940637e-06,0.0379809945862583,12.6442733829815,0.236375351091605,0.000760159260500359,0.0854038821560496,24.1831308760194,2.68701454177993,0,0.0240703750710746,0.0172355429007573,0.0265056456220315,0.0190063699981206,0,0,0,0,13.2783217130966,0.137425642823373,0.0128759647437053
4,9.74343143238193,0.198352528820118,0.000726145736439662,0.0246724990210673,11.2079090750458,0.167291377474891,1.59200480781705e-05,0.0263585109908384,12.8504790070423,0.247636551424456,0.071756638578622,0.044930099413537,22.6617848046158,2.51797608940176,0,0.0200776935421995,0.0145897495981661,0.0340169818983192,0.0341261162733038,0,0,0,0,13.1988668960374,0.132555079715394,0.00696247778735957
5,9.66244406682668,0.200169923949902,0.120738759274664,0.0170616938738867,11.2115664066241,0.160780320994257,0.000248490566601563,0.01914820250869,9.88294529315383,0.460218787428372,1.97052617051083,0.45066402352531,17.4514702555004,1.93905225061115,0,0.0131027354571264,0.00869641193158684,0.0219950435279701,0.0191324595404866,0,0,0,0,13.1351751928723,0.128920244079352,0.00517552610202407
6,6.26989260403614,0.360337713905372,1.8766366272439,0.546408648534893,11.1965319189216,0.15746933662224,0.00273525977370281,0.0196818138633946,8.28760833454927,0.616253873103991,1.22103910891119,1.83633195146017,16.2683718039431,1.80759686710479,0,0.0105354888919031,0.00582235421807993,0.0219235313124955,0.0138575925735668,0,0,0,0,13.1286126443919,0.124977964881141,0.00408627983895821
7,4.76613922257525,0.464232422199384,0.818923563023316,1.67976103178311,11.2084377819338,0.158112263116463,0.00218929204711453,0.111771819576376,7.11661215739477,0.574167023989736,0.77682099610901,2.30997012647896,16.1946276334231,1.79940307038035,0,0.00887797026324176,0.00477302752430916,0.0219852432891864,0.0123718648307746,0,0,0,0,13.1046378254685,0.121833738506174,0.00481872318445141
8,4.30375353562583,0.410338052407855,0.52492753302714,1.37508845082088,11.2238136375031,0.163180353839797,0.000582398370042747,0.246730268722123,6.43479199108176,0.510423449453251,0.525796230643675,1.82776439211941,16.8197292002112,1.86885880002346,0,0.0108832482694893,0.00492176108066559,0.0216538751763957,0.0107093006029107,0,0,0,0,13.183288104717,0.118913936114294,0.0221232720611044
9,4.13543441621279,0.405387431792647,0.413791880833012,0.934634524951374,11.2613702670911,0.174749364800439,0.000267532487420143,0.29527658229452,5.46348461230054,0.476229273239916,0.442237387562979,1.17221851817015,18.5268010414942,2.05853344905491,0,0.0134293913530807,0.0087280943435395,0.0244180129707924,0.0199964439629444,0,0,0,0,13.2415231715628,0.118263904174636,0.0677247850330586
10,4.72971698029175,0.388302533990265,0.186069473914786,0.598664109042819,11.2753832433786,0.186456296152087,0.000661320268616377,0.27097571685294,5.33037202289049,0.412399025931087,0.232746086924195,0.78466639415647,19.887807555336,2.20975639503733,0,0.0165487784454556,0.0146428516889978,0.0322020868019712,0.0319143244352896,0,0,0,0,13.2197424854539,0.124936579679333,0.137136995731497
11,6.01739877187865,0.312427647034641,0.0403621169876754,0.333602394505317,11.2827063938344,0.190674516799827,0.000751319394830915,0.196601102922103,6.79919583672813,0.328951931626529,0.0661516983043241,0.46454545356994,21.1124538981286,2.34582821090317,0,0.0137781623440484,0.00707491763889612,0.0262383081107622,0.0143214943264389,0,0,0,0,13.1597444237855,0.136773044951687,0.187552828332508
12,7.27701952859607,0.267775918313337,0.00609862402294791,0.194206711266349,11.2759939161624,0.190526164237873,0.000330222913580267,0.131134141175406,8.9405280805359,0.267787861309262,0.00975649477547981,0.294477865492972,22.7803750875942,2.53115278751047,0,0.0205724169650385,0.0105518698027091,0.0286479819617513,0.0168776036613548,0,0,0,0,13.2000045824425,0.144911731918302,0.142686059245727
