"Month","SO_nitrate","SO_ammonia","SO_phyt","SO_detritus","D_nitrate","D_ammonia","D_phyt","D_detritus","SI_nitrate","SI_ammonia","SI_phyt","SI_detritus","RIV_nitrate","RIV_ammonia","RIV_detritus","SO_ATM_nitrate_flux","SO_ATM_ammonia_flux","SI_ATM_nitrate_flux","SI_ATM_ammonia_flux","SI_other_nitrate_flux","SI_other_ammonia_flux","SO_other_nitrate_flux","SO_other_ammonia_flux","DO_nitrate","DO_ammonia","DO_detritus"
1,9.49289981693212,0.226299479774773,0.000267862238323373,0.103037228504354,10.879369213829,0.187272854631407,4.47918079847544e-05,0.0835819821972358,10.5178176934697,0.240087740749084,0.00122438946588332,0.160756703887828,14.0274516709988,1.55860574122209,0,0.00897200468579985,0.00631386003229544,0.0129462038982265,0.0127660628292315,0,0,0,0,12.2084247807682,0.148718653894209,0.0550081784633158
2,9.82000108255179,0.212258508643301,5.21982351740632e-05,0.0664070095117481,10.859029813614,0.182605553501931,8.21006538287768e-06,0.0599529944927229,12.1069907752463,0.23034920688319,0.000640662596257661,0.108786373802629,13.7168249669436,1.52409166299373,0,0.00811797174045726,0.00630579066755205,0.0126205877775987,0.0139013201777904,0,0,0,0,12.1462792537928,0.146884870048807,0.0264576964572389
3,10.02316454175,0.199592245479764,5.56731102677296e-05,0.0416389101679353,10.883136544605,0.175046535078502,2.62330573952989e-06,0.0418212053333271,12.7860529627157,0.228682175645348,0.00146859864159412,0.0700021105360429,13.2833865315954,1.47593183684394,0,0.0111218856772073,0.0139789885952897,0.0124905133418189,0.0155165091946652,0,0,0,0,12.1098316938845,0.143857819777914,0.016050587704041
4,10.184336876982,0.188142199316287,0.0021553777127474,0.0255649868622656,10.9099598590678,0.166967228857078,4.84288258706677e-06,0.0286456811190358,13.0662142264677,0.238216247017218,0.115033230848195,0.0345703958516576,11.5300315928202,1.28111462142446,0,0.00850155849808029,0.0089098494000999,0.0130894680928794,0.0163495094914521,0,0,0,0,12.0928048075206,0.140156534524365,0.0117138127536039
5,9.98205102499452,0.195291016172238,0.198884111531952,0.023351377734949,10.9501385432421,0.160930338899913,0.000115085884389914,0.0212079392338839,10.7978515770328,0.428920700237014,1.70471437984431,0.458591773803034,11.204030983139,1.24489233145989,0,0.00592053922597096,0.00612193561365081,0.0105486152702213,0.0140742021119265,0,0,0,0,12.0963706398747,0.13681135381808,0.0099863533077035
6,7.43032633390977,0.318020769725518,1.5557514097665,0.361367725846335,10.9877733422755,0.156009949370351,0.00110640164367709,0.0214331351505466,9.16556000285037,0.613157719673054,1.00462402835913,2.17957145074909,9.97655052308704,1.10850561367634,0,0.00533373413851396,0.00533595841954507,0.00997489911415392,0.00956583657257614,0,0,0,0,12.1146539476333,0.133885310482654,0.00921646056621203
7,5.49719861798046,0.452802384659397,1.05674541026027,1.36244065633874,11.0251523837251,0.155544584602767,0.00139198200383227,0.0917862232572704,7.84367165716836,0.556302554110463,0.733214455007532,2.45107218165184,9.39530011643469,1.04392223515941,0,0.00454938679736125,0.0045419368873595,0.0108275325402343,0.0108050526342943,0,0,0,0,12.1474261152967,0.130365991708161,0.0120282794616906
8,5.03408258004803,0.419619334670736,0.570087550443682,1.33004059089526,11.0251888742044,0.162708671053079,0.000450435213008075,0.231336786115621,7.01320238963181,0.508746092510321,0.503441181628138,1.90761463993505,10.2749883781194,1.1416653753466,0,0.00621377882624929,0.00626606440755285,0.0108863800562369,0.0114237765989734,0,0,0,0,12.1637894066091,0.128815254706051,0.0391253202781229
9,4.91533296781273,0.413070509194475,0.368606712091684,0.922173219892913,11.0437666643913,0.178509439258955,0.000206169733188695,0.288144081676307,5.7206303804592,0.439386330184865,0.331420185004929,1.17919337935527,11.2054768864431,1.24505298738257,0,0.00663824761951608,0.00710196285841188,0.012473327584476,0.0192730209701473,0,0,0,0,12.1651929489331,0.129288519411451,0.0887762795297766
10,5.54788115536466,0.376667956282286,0.154544961734593,0.540312538625488,11.0683525662178,0.1888330952698,0.000812001009231068,0.258326240990765,5.80195876866646,0.40134018828806,0.216841368344515,0.739085300205577,12.2478560374497,1.36087289304996,0,0.00619517563099754,0.00572294948519581,0.0114265429113524,0.0124857699807544,0,0,0,0,12.1873036765983,0.134261702817823,0.148849887455585
11,7.05261347503139,0.295940342479218,0.0250920995527805,0.294440525293787,11.0237516042823,0.194587430780084,0.00104052331927481,0.187187486058389,7.02820354513268,0.325871572201253,0.0656990717068401,0.423280180553344,13.6664925973548,1.51849917748387,0,0.00645825240228857,0.00561654021675211,0.0127950770824793,0.0128224770361114,0,0,0,0,12.1932890045869,0.143469440554164,0.18520489675255
12,8.47086723990206,0.249758576243515,0.00266408842132853,0.169085946421598,10.9338672162,0.19214470880688,0.000279593314322645,0.124669649913381,8.45355603471612,0.262939938615076,0.00840997806836284,0.250199142683786,14.1557188950497,1.57285765500553,0,0.00853702339584068,0.00637042156982875,0.012241606546935,0.011868334283048,0,0,0,0,12.2181560922882,0.148874581759984,0.124257033611187
